Crop_Type,Rainfall_mm,Temperature_C,Humidity_pct,Nitrogen,Phosphorus,Potassium,pH,Area_ha,Season,Irrigation_Type,Yield_ton_per_ha
Sugarcane,2234.0,27.2,66.8,34.1,69.7,61.0,6.56,5.51,Kharif,Flood,65.19
Cotton,847.8,28.9,63.4,80.5,78.0,,5.34,10.29,Kharif,Rainfed,2.29
Soybean,682.8,22.5,50.4,44.4,53.8,65.2,8.2,13.08,Zaid,Sprinkler,2.55
Rice,1471.9,28.8,83.7,106.0,64.4,108.6,6.63,,Rabi,Drip,8.64
Rice,1732.8,24.5,88.7,100.6,61.6,53.3,5.96,7.38,Kharif,Drip,5.9
Wheat,790.0,24.9,66.5,84.7,42.8,43.3,4.55,5.36,Kharif,Rainfed,
Cotton,559.4,35.0,40.4,125.7,28.3,81.6,7.74,17.25,Rabi,Drip,2.76
Wheat,503.4,13.5,65.4,57.8,61.2,57.9,7.08,19.47,Kharif,Flood,3.83
Wheat,731.5,19.5,54.4,20.2,58.3,39.9,5.12,17.06,Kharif,Flood,2.63
Wheat,387.3,23.8,48.6,77.2,30.0,27.0,6.9,2.23,Kharif,Flood,3.35
Soybean,774.3,23.7,63.9,65.0,58.7,43.4,8.24,1.57,Kharif,Drip,2.47
Soybean,547.0,25.5,55.0,138.8,81.2,83.6,7.68,19.39,Kharif,Rainfed,3.55
Maize,1103.5,20.6,72.3,63.9,50.0,48.2,8.22,7.2,Zaid,Drip,4.69
Maize,759.1,25.0,50.6,26.6,76.7,54.5,5.1,5.65,Kharif,Flood,5.44
Wheat,517.0,12.4,48.3,123.1,62.5,69.5,6.63,2.29,Rabi,Sprinkler,6.33
Cotton,783.9,28.1,64.5,126.8,95.5,45.5,7.65,12.59,Zaid,Flood,3.21
Rice,1926.3,29.5,61.6,11.6,67.8,35.4,5.51,6.95,Rabi,Drip,2.63
Soybean,752.7,25.1,59.7,42.7,20.8,41.7,7.47,15.26,Kharif,Rainfed,2.21
Cotton,,27.3,54.3,73.0,57.2,56.6,6.76,14.45,Zaid,Drip,2.81
Sugarcane,2464.1,21.0,83.9,17.9,47.1,24.6,6.44,16.69,Zaid,Sprinkler,44.05
Soybean,609.3,26.3,,50.6,91.4,96.4,6.73,6.83,Rabi,Sprinkler,3.61
Soybean,818.4,24.7,53.1,121.5,90.3,104.4,6.09,4.73,Zaid,Flood,4.51
Maize,623.3,22.0,68.2,72.0,87.2,8.4,7.08,15.38,Kharif,Sprinkler,6.23
Rice,838.6,26.9,78.7,64.2,58.2,50.1,8.36,12.28,Zaid,Flood,3.84
Rice,1509.9,,60.4,14.5,71.7,34.3,6.82,4.44,Kharif,Rainfed,4.19
Sugarcane,,25.2,67.3,83.2,14.5,101.8,5.06,4.89,Rabi,Sprinkler,65.55
Sugarcane,1929.0,31.5,65.8,10.1,76.9,108.4,7.74,9.47,Kharif,Sprinkler,83.5
Soybean,651.4,24.8,69.4,78.5,35.1,32.1,4.65,11.87,Zaid,Sprinkler,1.98
Wheat,421.6,,66.3,106.6,90.5,90.9,8.46,4.25,Rabi,Drip,4.69
Maize,943.1,24.3,67.3,43.7,91.3,7.2,5.89,14.52,Zaid,Drip,5.92
Maize,511.8,23.0,68.5,,15.2,73.3,5.75,7.29,Kharif,Sprinkler,4.16
Soybean,774.4,25.9,56.0,31.9,97.3,69.8,8.43,7.09,Rabi,Flood,2.89
Cotton,630.6,27.2,52.8,51.6,20.9,32.6,4.64,14.24,Zaid,Rainfed,1.35
Wheat,677.1,13.2,40.6,42.4,89.6,80.4,4.79,16.51,Rabi,Drip,3.65
Soybean,740.7,20.2,60.9,36.1,15.2,51.2,4.99,9.99,Kharif,Drip,2.12
Wheat,453.7,12.8,48.6,129.0,87.4,43.9,4.78,17.94,Rabi,Sprinkler,4.71
Wheat,722.5,23.1,54.4,33.1,50.4,56.9,6.46,11.01,Rabi,Flood,3.44
Wheat,705.2,17.9,64.8,63.5,54.3,8.5,7.2,8.39,Rabi,Flood,3.47
Soybean,657.8,,50.5,39.6,50.2,49.6,7.94,11.07,Zaid,Drip,2.01
Maize,787.6,23.4,66.2,42.6,89.7,40.0,5.09,2.38,Zaid,Rainfed,4.55
Maize,941.3,19.6,59.0,12.4,89.4,28.8,8.22,14.49,Kharif,Sprinkler,4.04
Wheat,386.0,18.8,49.2,51.8,20.2,26.5,7.65,3.76,Kharif,Rainfed,2.51
Cotton,925.6,30.1,57.0,126.6,89.6,107.5,7.3,10.29,Kharif,Rainfed,3.34
Rice,1958.0,29.3,67.8,12.4,56.8,79.2,7.66,4.28,Kharif,Rainfed,3.0
Soybean,741.5,25.9,61.3,135.9,13.0,41.4,6.18,0.83,Zaid,Flood,3.52
Rice,1671.4,25.4,75.3,26.9,76.3,15.4,7.86,18.66,Kharif,Rainfed,2.82
Cotton,896.5,34.3,63.1,96.6,27.4,98.9,5.24,4.65,Kharif,Flood,2.38
Soybean,866.8,27.1,52.2,134.1,92.5,10.7,5.94,16.36,Zaid,Drip,3.23
Wheat,659.5,22.1,54.9,15.4,60.5,10.1,6.91,16.11,Rabi,Drip,3.37
Maize,576.3,27.9,53.2,65.6,14.4,70.0,5.07,10.69,Rabi,Sprinkler,4.36
Rice,1612.6,25.2,74.5,137.2,88.0,42.7,4.68,16.99,Zaid,Flood,
Sugarcane,2070.2,21.2,60.1,16.1,5.4,,6.17,6.3,Kharif,Rainfed,42.7
Sugarcane,1584.1,22.9,83.5,65.5,57.7,13.4,7.66,8.74,Kharif,Rainfed,54.6
Cotton,986.9,32.9,41.5,115.6,33.6,62.8,5.66,12.46,Kharif,Flood,2.11
Wheat,319.0,16.3,44.4,129.2,99.8,87.0,5.65,8.35,Rabi,Drip,6.06
Rice,,30.3,86.2,39.5,5.8,56.7,6.63,4.42,Zaid,Drip,3.67
Wheat,517.8,22.7,42.2,112.2,40.8,15.5,7.04,17.66,Zaid,Sprinkler,
Rice,1337.7,25.3,70.4,54.0,81.8,18.1,8.38,11.32,Zaid,Sprinkler,4.8
Cotton,795.8,26.3,55.8,16.9,28.1,88.5,4.7,17.17,Rabi,Flood,1.42
Cotton,912.6,25.2,43.6,50.2,59.1,30.8,6.49,16.28,Kharif,Flood,2.01
Sugarcane,2271.3,34.2,68.3,62.0,45.2,70.7,5.65,19.4,Kharif,Flood,65.99
Wheat,708.9,17.1,57.0,15.5,21.8,95.8,6.75,19.03,Kharif,Flood,3.46
Soybean,537.1,23.0,63.8,59.8,19.9,72.5,6.65,5.86,Zaid,Flood,2.78
Sugarcane,1519.2,24.4,78.7,120.1,40.8,36.1,8.06,19.99,Rabi,Sprinkler,77.97
Wheat,630.0,24.9,62.0,,46.1,20.1,7.79,18.66,Zaid,Flood,2.69
Sugarcane,1383.1,24.0,75.3,132.9,9.6,5.1,6.9,6.04,Zaid,Rainfed,59.34
Soybean,580.4,23.3,56.7,28.8,60.2,22.7,6.2,9.49,Kharif,Rainfed,2.34
Maize,1159.5,26.4,55.4,23.4,9.9,50.8,6.99,16.89,Kharif,Sprinkler,3.88
Maize,823.2,20.5,77.3,52.5,52.4,105.6,7.44,15.08,Zaid,Rainfed,5.62
Maize,572.6,25.3,75.1,115.9,55.7,19.8,4.6,16.04,Kharif,Sprinkler,4.85
Maize,616.6,25.3,65.9,86.7,33.3,8.7,4.65,1.01,Kharif,Rainfed,3.84
Rice,1343.6,26.3,75.4,102.7,31.0,17.8,6.72,6.88,Kharif,Sprinkler,5.64
Maize,845.9,25.8,68.6,80.7,,79.1,6.64,13.74,Rabi,Flood,7.07
Soybean,712.1,27.6,51.8,126.0,7.9,83.6,7.54,19.09,Kharif,Flood,2.91
Cotton,667.9,33.0,40.1,134.7,61.3,91.0,7.8,1.8,Kharif,Flood,2.69
Cotton,811.6,31.6,52.4,37.5,41.3,62.1,6.37,2.98,Zaid,Sprinkler,2.28
Rice,1253.8,22.7,81.3,12.6,59.1,,4.54,4.21,Zaid,Drip,3.41
Maize,880.8,24.3,61.8,50.3,28.9,41.1,6.34,4.24,Kharif,Flood,5.74
Maize,1183.5,28.8,77.1,26.6,83.3,48.0,8.46,9.71,Kharif,Flood,3.1
Maize,1127.0,18.9,74.1,28.1,78.8,70.7,6.14,5.45,Rabi,Rainfed,5.14
Sugarcane,1821.6,30.5,75.2,21.8,50.0,25.3,5.33,13.4,Kharif,Drip,54.89
Wheat,735.6,20.4,62.4,122.9,56.0,83.9,5.06,7.29,Zaid,Flood,4.42
Sugarcane,2393.6,27.7,,27.5,21.4,42.6,,12.49,Zaid,Sprinkler,49.58
Wheat,,18.8,55.7,82.2,75.5,28.1,5.97,7.6,Kharif,Rainfed,4.33
Maize,1002.1,29.2,72.9,31.8,44.9,55.9,5.53,,Rabi,Drip,4.7
Maize,1188.5,23.5,61.8,57.1,35.3,98.9,6.49,12.2,Zaid,Drip,7.97
Sugarcane,2096.0,24.1,80.8,102.9,74.4,58.8,7.35,8.74,Zaid,Flood,82.5
Sugarcane,1692.7,26.2,66.4,104.6,12.0,28.4,7.49,9.02,Zaid,Flood,73.97
Wheat,775.4,19.4,57.9,11.9,38.5,20.0,8.2,2.53,Rabi,Drip,2.44
Cotton,995.9,28.1,41.0,26.7,26.3,90.2,8.01,1.89,Zaid,Flood,1.66
Wheat,366.5,13.7,40.7,16.5,30.0,11.8,5.98,16.74,Rabi,Drip,2.46
Sugarcane,1475.1,29.9,78.7,27.7,90.3,30.5,5.91,19.03,Zaid,Sprinkler,75.44
Soybean,755.4,22.4,55.8,76.2,89.3,77.8,6.08,7.76,Kharif,Sprinkler,4.08
Sugarcane,1905.8,20.4,63.6,113.8,86.4,55.6,7.63,3.33,Kharif,Rainfed,81.71
Soybean,725.1,23.9,51.1,107.8,12.5,73.9,4.57,16.72,Kharif,Rainfed,2.44
Rice,1469.3,28.1,79.5,30.0,,24.2,7.5,7.11,Kharif,Drip,4.59
Sugarcane,1611.8,20.7,77.6,39.5,80.6,71.2,6.85,7.39,Rabi,Drip,84.76
Rice,1320.4,29.0,66.1,37.8,5.6,36.6,7.5,15.99,Rabi,Drip,4.55
Cotton,751.2,34.6,62.9,101.9,73.6,13.9,5.38,0.67,Kharif,Drip,2.76
Wheat,,16.4,43.9,32.5,37.4,47.9,5.89,15.39,Kharif,Drip,3.42
Soybean,826.8,23.5,51.7,132.5,98.7,14.3,5.67,7.76,Rabi,Sprinkler,4.28
Wheat,359.0,21.8,65.0,101.7,59.8,98.4,7.3,4.43,Rabi,Drip,5.82
Rice,1289.6,23.3,63.2,116.2,67.2,58.3,5.87,4.09,Rabi,Rainfed,6.61
Soybean,705.1,20.4,60.0,110.4,8.7,47.2,7.7,10.69,Kharif,Drip,2.89
Wheat,366.2,13.3,60.3,97.8,98.0,79.8,6.47,17.22,Zaid,Flood,4.81
Sugarcane,2145.3,21.6,72.8,82.4,44.1,53.3,4.96,13.62,Rabi,Flood,55.18
Maize,637.4,27.8,56.2,93.9,85.4,54.6,7.41,19.99,Zaid,Flood,6.75
Rice,1800.2,24.5,72.2,135.1,12.7,50.8,6.72,8.4,Zaid,Flood,5.63
Wheat,622.4,21.8,47.0,105.1,29.4,23.4,7.26,16.93,Kharif,Rainfed,3.46
Rice,1506.5,27.1,83.7,95.3,62.8,48.2,6.4,8.58,Kharif,Rainfed,
Rice,806.9,24.3,79.5,36.3,89.6,95.2,4.81,2.57,Zaid,Flood,3.35
Soybean,717.7,27.2,58.1,13.3,76.3,27.5,7.84,8.7,Rabi,Sprinkler,2.46
Soybean,838.6,28.7,59.3,37.2,78.6,50.5,5.27,18.14,Rabi,Flood,2.49
Maize,717.7,25.9,59.6,54.1,69.6,11.1,8.22,4.84,Zaid,Sprinkler,4.39
Sugarcane,2157.3,22.6,65.6,20.5,88.1,95.2,6.11,,Rabi,Drip,79.85
Rice,1382.4,27.2,70.6,125.9,20.8,20.7,6.81,13.32,Rabi,Drip,7.01
Wheat,773.3,17.1,47.4,96.9,75.3,52.1,8.25,14.86,Rabi,Drip,4.42
Cotton,650.1,30.6,50.0,99.7,91.1,18.7,6.79,5.45,Rabi,Rainfed,2.55
Rice,1626.7,22.7,65.2,87.5,84.4,84.3,7.51,10.6,Zaid,Drip,6.68
Rice,1407.2,27.5,66.7,80.8,18.4,96.3,7.2,19.88,Zaid,Flood,6.35
Maize,1114.0,20.9,61.9,70.6,86.8,59.8,5.27,17.89,Kharif,Sprinkler,5.62
Sugarcane,1051.0,30.6,81.1,70.6,13.9,79.2,6.46,4.22,Zaid,Rainfed,56.31
Cotton,542.8,29.2,42.4,44.8,64.9,60.6,4.78,19.38,Rabi,Flood,1.81
Soybean,657.5,29.4,57.8,73.7,78.4,22.7,7.57,15.11,Kharif,Rainfed,2.5
Soybean,894.7,,58.7,87.9,94.0,22.5,7.37,15.22,Kharif,Flood,3.01
Wheat,345.5,12.4,41.5,53.5,53.4,60.9,,18.28,Zaid,Drip,3.79
Cotton,650.1,25.5,53.3,63.1,31.0,18.8,7.78,19.92,Kharif,Sprinkler,1.91
Soybean,626.4,27.2,72.6,82.8,47.8,72.9,8.31,15.99,Kharif,Drip,2.62
Wheat,535.3,16.3,,101.0,83.5,81.8,8.46,5.81,Rabi,Sprinkler,5.27
Sugarcane,2184.0,21.6,73.3,48.0,67.3,72.4,5.34,1.09,Kharif,Flood,57.46
Wheat,738.3,19.4,67.8,78.7,76.6,51.1,7.48,4.49,Zaid,Rainfed,4.23
Soybean,651.6,24.0,71.3,110.8,32.4,39.0,7.22,,Kharif,Drip,3.67
Maize,962.5,21.1,60.9,112.2,16.5,17.2,5.32,2.14,Zaid,Flood,4.78
Maize,1047.5,18.2,74.4,31.1,75.3,50.5,5.46,12.62,Kharif,Sprinkler,4.8
Maize,533.3,27.1,78.8,19.3,60.0,99.7,4.55,10.22,Rabi,Drip,3.99
Soybean,731.7,20.6,60.4,90.9,25.0,40.6,6.75,12.07,Kharif,Sprinkler,3.2
Maize,691.6,21.4,55.2,52.3,23.9,71.6,6.78,7.96,Zaid,Sprinkler,6.27
Cotton,872.2,31.9,60.9,55.7,11.0,70.4,5.25,11.6,Kharif,Sprinkler,2.0
Sugarcane,1452.8,31.8,72.8,90.7,82.9,84.9,8.45,0.66,Rabi,Sprinkler,73.34
Wheat,799.0,23.8,,15.0,31.1,92.7,5.68,1.61,Kharif,Drip,3.26
Wheat,520.6,17.6,42.0,62.2,77.7,101.1,6.15,8.76,Kharif,Flood,6.44
Soybean,499.8,26.1,65.7,34.3,53.5,60.6,8.0,9.52,Zaid,Drip,2.45
Maize,1112.0,20.8,55.1,65.4,22.8,86.2,6.4,7.35,Rabi,Drip,6.45
Maize,1127.9,26.6,77.1,52.7,95.5,7.6,6.01,17.97,Kharif,Drip,6.15
Rice,1163.1,24.7,78.4,67.0,74.0,99.0,7.2,4.49,Rabi,Flood,5.77
Sugarcane,1845.1,21.3,62.8,28.0,33.5,34.6,6.92,16.43,Rabi,Drip,61.62
Cotton,,27.6,64.1,11.1,88.6,26.0,8.29,7.17,Zaid,Flood,1.69
Wheat,576.9,16.1,61.9,15.5,6.1,53.1,5.03,13.45,Kharif,Drip,3.05
Rice,1037.2,26.3,76.5,25.1,7.2,10.4,8.32,3.27,Zaid,Drip,1.74
Rice,1933.8,31.5,83.4,88.3,48.2,42.4,8.29,12.26,Rabi,Sprinkler,3.66
Soybean,471.0,22.3,73.6,50.8,47.0,17.0,7.85,1.04,Zaid,Rainfed,1.72
Wheat,456.3,19.4,45.3,121.7,43.3,46.8,5.18,7.97,Zaid,Flood,4.54
Soybean,501.9,24.9,60.9,119.5,61.7,81.1,5.24,19.3,Zaid,Sprinkler,3.81
Cotton,660.0,34.7,40.9,56.9,6.7,25.2,7.51,18.77,Rabi,Rainfed,1.36
Rice,1104.7,27.6,64.2,38.5,59.9,11.8,6.24,3.14,Kharif,Drip,4.44
Rice,1039.2,24.3,72.8,108.2,62.5,77.3,,,Kharif,Flood,6.32
Sugarcane,2471.3,26.5,68.9,89.8,34.6,109.0,6.28,12.87,Zaid,Sprinkler,73.01
Cotton,941.6,29.5,,65.2,84.3,10.6,7.89,12.78,Zaid,Drip,2.3
Rice,1814.4,30.9,68.9,112.9,14.5,91.4,7.2,2.21,Zaid,Sprinkler,5.99
Cotton,633.2,27.9,59.1,43.4,47.4,78.0,4.82,12.09,Kharif,Flood,2.19
Wheat,485.0,20.9,53.5,52.9,81.8,18.7,8.35,12.88,Zaid,Sprinkler,3.16
Maize,656.7,24.5,63.3,72.9,84.0,99.1,6.16,0.85,Kharif,Drip,9.28
Rice,1546.3,23.7,60.7,,98.7,15.6,6.19,6.49,Rabi,Rainfed,4.92
Sugarcane,1940.7,,68.4,97.4,8.1,19.0,7.25,4.64,Zaid,Drip,67.57
Wheat,377.2,22.8,64.7,80.2,26.2,47.7,8.45,15.78,Kharif,Flood,2.79
Cotton,535.5,27.6,53.6,125.6,69.2,,6.79,18.89,Rabi,Rainfed,2.39
Soybean,885.7,26.9,70.0,27.8,38.0,106.3,6.46,2.68,Rabi,Flood,3.16
Wheat,477.6,23.4,43.3,133.4,51.4,57.8,6.98,0.57,Rabi,Drip,4.62
Rice,1276.3,25.6,65.2,59.2,81.4,89.0,8.24,8.36,Zaid,Rainfed,5.42
Cotton,684.0,32.1,48.4,42.8,59.8,106.2,5.3,2.36,Rabi,Flood,2.5
Maize,745.1,27.4,56.7,55.9,66.3,62.4,7.47,7.11,Kharif,Flood,4.88
Wheat,321.5,20.0,43.7,122.5,58.8,,7.87,9.54,Zaid,Rainfed,4.07
Rice,1833.1,27.6,84.6,25.9,85.6,48.5,5.51,17.46,Rabi,Drip,4.26
Sugarcane,1743.2,20.1,62.5,108.1,,51.6,4.85,6.09,Zaid,Drip,79.76
Soybean,741.2,21.5,72.9,98.4,82.0,16.4,,17.94,Zaid,Rainfed,3.1
Cotton,522.3,29.1,59.6,98.2,49.9,99.5,5.84,6.24,Zaid,Drip,3.42
Wheat,650.4,14.0,47.7,129.9,17.3,38.4,4.72,14.21,Zaid,Rainfed,2.86
Wheat,492.9,12.4,67.1,41.1,24.6,106.8,4.6,15.82,Rabi,Drip,3.25
Maize,989.7,22.8,58.8,116.5,11.7,88.1,6.91,,Rabi,Sprinkler,7.35
Maize,908.6,23.4,58.4,20.1,18.8,78.4,4.59,17.2,Kharif,Drip,3.77
Sugarcane,2254.0,31.5,63.1,116.9,52.9,98.0,8.05,0.97,Zaid,Sprinkler,87.34
Soybean,563.5,22.9,59.5,75.1,95.4,85.0,6.22,1.56,Kharif,Drip,4.49
Sugarcane,2220.7,26.8,69.5,80.0,89.7,100.9,5.36,1.35,Rabi,Sprinkler,
Rice,834.2,22.8,86.5,107.3,99.3,46.7,6.16,,Zaid,Rainfed,4.85
Rice,1237.1,27.8,62.4,125.3,23.8,83.6,5.63,16.35,Rabi,Drip,6.54
Sugarcane,2101.0,26.7,64.3,47.1,87.2,97.9,4.68,3.78,Zaid,Flood,74.08
Soybean,886.6,21.8,63.8,70.9,98.5,63.5,7.14,6.99,Kharif,Flood,3.15
Sugarcane,1295.2,23.8,60.4,79.8,58.3,45.3,5.57,13.22,Rabi,Drip,71.59
Soybean,795.6,25.2,54.1,107.9,77.3,11.3,4.58,19.49,Kharif,Rainfed,2.47
Soybean,508.5,22.6,62.4,63.0,71.4,99.9,7.72,5.85,Kharif,Rainfed,3.2
Cotton,646.3,32.1,48.1,66.9,34.2,108.4,7.76,3.71,Rabi,Sprinkler,2.57
Soybean,781.5,28.6,55.4,61.9,53.2,90.1,7.86,18.24,Kharif,Flood,2.62
Maize,578.3,26.3,67.0,42.3,46.0,71.6,,1.52,Zaid,Flood,4.81
Soybean,894.1,22.2,57.7,26.6,56.8,95.1,7.21,6.27,Kharif,Rainfed,2.49
Soybean,777.6,27.1,66.7,123.2,87.7,65.8,6.22,13.01,Kharif,Rainfed,3.93
Soybean,551.3,28.7,61.9,27.2,,23.6,5.95,7.78,Kharif,Flood,1.9
Rice,1432.9,27.8,64.8,103.0,71.7,106.5,5.7,15.25,Zaid,Drip,7.87
Maize,899.3,27.3,52.8,65.9,60.7,100.5,5.25,16.22,Zaid,Drip,6.3
Maize,670.3,20.9,76.3,35.9,79.8,53.5,8.5,16.86,Rabi,Drip,4.79
Sugarcane,1391.7,32.7,62.4,90.1,46.3,49.8,6.61,7.55,Zaid,Flood,83.31
Cotton,984.9,25.3,63.1,131.6,39.7,60.8,8.32,18.1,Rabi,Rainfed,2.09
Soybean,572.9,27.9,65.7,117.6,72.2,55.3,6.84,19.78,Zaid,Flood,3.25
Wheat,663.3,22.2,61.0,103.1,48.2,54.8,6.37,1.15,Zaid,Flood,4.62
Cotton,850.0,26.2,40.2,71.3,16.3,94.2,8.33,19.2,Kharif,Drip,2.0
Cotton,799.9,31.4,48.8,67.7,11.1,88.5,5.46,9.48,Zaid,Flood,2.4
Maize,868.7,26.0,52.9,62.3,95.9,109.5,7.42,4.94,Rabi,Drip,9.23
Cotton,801.7,34.3,,129.5,91.9,108.9,8.0,19.96,Zaid,Drip,3.6
Soybean,529.6,23.2,52.6,105.9,47.8,39.0,7.93,12.08,Rabi,Sprinkler,3.14
Soybean,817.0,27.4,67.2,67.2,41.0,86.0,6.57,14.24,Rabi,Drip,3.64
Rice,1113.5,23.9,82.5,58.1,21.5,15.3,5.81,3.15,Rabi,Drip,3.89
Soybean,458.9,26.8,52.9,119.8,85.3,39.6,4.85,14.25,Zaid,Drip,3.25
Soybean,806.9,29.0,63.7,64.9,63.8,51.6,5.48,13.74,Zaid,Sprinkler,2.63
Maize,1089.1,22.5,62.9,62.2,7.7,78.0,7.73,13.44,Zaid,Flood,4.72
Soybean,643.1,24.0,74.2,104.1,44.1,7.0,4.64,13.85,Zaid,Flood,2.22
Rice,1287.1,29.1,60.9,135.8,98.7,62.7,4.78,11.05,Zaid,Sprinkler,7.03
Wheat,764.0,18.9,52.9,123.1,47.7,107.8,8.34,6.92,Zaid,Drip,4.55
Maize,647.5,28.2,68.7,19.4,84.5,23.3,4.78,8.3,Rabi,Flood,3.57
Wheat,582.6,21.7,53.4,50.2,52.7,40.6,7.53,11.11,Zaid,Drip,3.85
Maize,666.8,24.5,75.5,82.4,24.6,70.5,5.93,16.97,Zaid,Drip,6.35
Sugarcane,2474.9,25.9,80.2,30.8,31.4,39.6,7.1,15.26,Kharif,Drip,48.13
Cotton,905.4,30.1,50.9,26.1,58.6,105.0,7.67,11.78,Kharif,Sprinkler,2.44
Sugarcane,2465.9,25.0,81.6,52.0,49.1,48.6,5.1,19.18,Zaid,Sprinkler,50.46
Soybean,535.2,28.8,63.7,13.1,77.6,66.0,7.0,1.51,Rabi,Flood,2.71
Wheat,583.1,20.2,58.4,81.4,30.9,30.7,5.05,17.06,Rabi,Rainfed,3.05
Soybean,529.7,21.9,71.8,106.6,67.6,47.7,5.55,19.6,Rabi,Sprinkler,3.04
Cotton,718.8,33.5,64.2,134.0,78.5,102.9,7.33,17.96,Rabi,Rainfed,3.47
Maize,1027.1,22.1,62.7,118.9,88.4,36.5,,3.51,Zaid,Flood,5.64
Cotton,789.3,30.8,45.2,113.4,65.0,38.4,5.43,17.64,Rabi,Sprinkler,
Rice,842.7,24.3,84.1,90.0,14.6,66.7,6.31,15.6,Kharif,Rainfed,3.61
Cotton,889.4,34.6,58.4,99.7,45.2,101.9,4.79,16.16,Kharif,Flood,2.28
Rice,893.2,22.1,71.8,30.0,40.8,71.0,6.69,5.01,Kharif,Flood,4.17
Cotton,776.7,32.5,49.1,57.5,88.5,9.1,8.45,13.46,Kharif,Flood,1.87
Rice,1526.6,22.4,74.5,23.8,31.4,98.5,6.7,8.56,Kharif,Sprinkler,5.76
Wheat,555.1,20.0,53.0,87.1,27.2,103.8,6.86,6.57,Rabi,Flood,5.88
Soybean,522.7,28.1,57.3,98.3,35.0,88.2,5.02,15.37,Kharif,Sprinkler,3.08
Soybean,569.1,27.2,65.5,77.8,86.9,56.6,5.01,0.6,Rabi,Rainfed,2.83
Sugarcane,1496.4,28.2,64.2,70.7,14.5,40.3,6.02,9.58,Kharif,Flood,59.22
Soybean,889.7,26.1,52.8,37.6,49.9,106.7,7.59,18.02,Kharif,Drip,3.19
Maize,572.0,29.9,51.6,121.2,93.1,14.5,4.95,1.15,Zaid,Sprinkler,5.82
Cotton,767.5,32.8,59.9,87.5,34.9,63.9,6.63,16.56,Kharif,Rainfed,2.73
Sugarcane,1655.2,23.6,78.5,68.0,11.5,22.7,7.67,13.14,Rabi,Drip,62.54
Maize,528.6,29.5,52.3,125.0,82.5,69.9,8.28,13.11,Rabi,Sprinkler,5.56
Maize,952.0,26.7,79.6,37.8,61.8,86.9,5.86,7.9,Kharif,Sprinkler,7.41
Rice,1051.8,30.9,89.5,101.3,52.1,,8.32,4.51,Zaid,Flood,3.61
Soybean,580.1,23.1,61.7,,89.4,39.4,6.19,13.55,Rabi,Flood,4.27
Wheat,487.5,23.1,53.9,11.6,42.9,53.3,8.13,17.93,Zaid,Rainfed,2.46
Wheat,593.7,13.8,46.0,112.7,79.5,16.8,8.15,4.3,Zaid,Rainfed,3.5
Sugarcane,,21.6,72.5,113.1,19.3,74.3,5.79,7.15,Kharif,Sprinkler,74.56
Wheat,706.0,18.1,44.7,112.7,11.1,25.4,7.12,17.17,Rabi,Rainfed,3.71
Cotton,905.6,27.1,59.3,28.9,49.1,86.4,5.85,,Zaid,Rainfed,1.72
Wheat,376.3,19.9,64.9,56.2,31.7,93.3,4.7,8.23,Kharif,Flood,3.55
Sugarcane,1095.9,31.3,77.9,78.5,90.6,37.9,6.8,10.26,Rabi,Drip,72.02
Wheat,402.8,17.9,62.7,68.7,96.1,32.4,7.23,18.84,Kharif,Drip,4.94
Cotton,800.1,28.6,43.9,79.6,,83.1,6.61,8.52,Rabi,Drip,
Rice,886.1,32.0,61.3,38.2,97.3,107.8,7.12,17.66,Rabi,Sprinkler,4.71
Sugarcane,2279.7,20.0,77.9,99.8,56.9,78.6,8.24,13.48,Zaid,Drip,60.17
Rice,1350.5,30.3,77.8,44.8,66.4,108.5,4.7,17.79,Rabi,Rainfed,3.9
Rice,1093.3,23.8,85.0,89.9,91.8,29.4,4.98,0.62,Kharif,Sprinkler,
Rice,1634.0,32.0,69.3,124.0,79.3,6.6,7.77,6.36,Rabi,Rainfed,3.52
Maize,620.6,21.5,72.9,138.7,78.9,36.1,5.48,,Zaid,Sprinkler,6.4
Soybean,722.4,25.5,67.6,98.4,32.8,39.7,7.23,7.31,Kharif,Sprinkler,2.92
Maize,1081.1,19.1,75.6,38.6,11.2,82.6,5.35,8.17,Zaid,Drip,4.21
Soybean,806.8,22.3,70.1,36.9,36.9,19.1,4.8,19.85,Kharif,Rainfed,1.62
Rice,1173.2,29.2,69.2,96.8,72.0,103.4,5.4,9.63,Rabi,Rainfed,6.36
Sugarcane,1604.8,21.2,69.4,45.2,33.2,42.8,8.46,15.77,Rabi,Rainfed,51.24
Soybean,829.0,20.5,66.2,62.5,6.5,67.1,4.55,0.52,Zaid,Drip,1.83
Cotton,595.9,26.9,56.3,17.0,34.8,20.7,6.82,13.4,Zaid,Rainfed,1.42
Cotton,713.1,25.8,63.6,38.3,29.4,,6.92,13.76,Zaid,Flood,1.68
Wheat,508.9,21.5,55.8,24.9,99.2,36.8,7.04,11.83,Kharif,Sprinkler,4.72
Soybean,635.0,23.8,66.8,112.0,68.4,99.5,5.64,18.06,Rabi,Drip,4.21
Sugarcane,1821.4,29.9,72.4,50.4,52.9,22.0,5.98,2.42,Zaid,Drip,79.47
Maize,651.5,27.9,57.9,37.1,77.7,104.5,7.37,17.69,Rabi,Sprinkler,6.58
Rice,1310.9,25.9,62.3,14.1,71.1,51.0,,11.37,Zaid,Flood,4.42
Wheat,492.8,13.6,55.9,87.8,93.9,86.6,5.11,3.9,Rabi,Flood,
